Tokens,Tags
"['Scooping', 'rice', 'in', 'a', 'hurry', 'is', 'fine', 'because', 'there', 'is', 'a', 'crowd', ',', 'but', 'when', 'asking', 'for', 'extra', 'sambal', ',', 'staff', 'make', 'a', 'face', '.', 'It', 'is', 'like', 'we', 'are', 'asking', 'for', 'free', 'rice', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'me', ',', 'the', 'portion', 'is', 'small', '.', 'But', 'it', 'is', 'okay', 'if', 'you', 'take', 'side', 'dishes', '.', 'The', 'rice', 'not', 'very', 'lemak', 'and', 'taste', 'good', '.', 'Sambal', 'not', 'very', 'spicy', 'which', 'is', 'okay', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'me', ',', 'the', 'portion', 'is', 'small', '.', 'But', 'it', 'is', 'okay', 'if', 'you', 'take', 'side', 'dishes', '.', 'The', 'rice', 'not', 'very', 'lemak', 'and', 'taste', 'good', '.', 'Sambal', 'not', 'very', 'spicy', 'which', 'is', 'okay', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'me', ',', 'the', 'portion', 'is', 'small', '.', 'But', 'it', 'is', 'okay', 'if', 'you', 'take', 'side', 'dishes', '.', 'The', 'rice', 'not', 'very', 'lemak', 'and', 'taste', 'good', '.', 'Sambal', 'not', 'very', 'spicy', 'which', 'is', 'okay', '.']","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'sambal', 'was', 'excellent', '?', ',', 'but', 'they', 'do', 'not', 'give', 'peanuts', ',', 'which', 'are', 'actually', 'my', 'favorite', '.', 'But', 'overall', ',', 'a', 'great', 'experience', '?', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['The', 'sambal', 'was', 'excellent', '?', ',', 'but', 'they', 'do', 'not', 'give', 'peanuts', ',', 'which', 'are', 'actually', 'my', 'favorite', '.', 'But', 'overall', ',', 'a', 'great', 'experience', '?', '.']","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['First', 'time', 'after', 'refurbishment', '.', 'looks', 'spacious', 'and', 'exclusive', '.', 'Many', 'new', '/', 'fancy', 'drinks', '.', 'the', 'rice', 'is', 'indeed', 'delicious', ',', 'but', 'as', 'for', 'the', 'dishes', ',', '.', 'homemade', 'is', 'better', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['First', 'time', 'after', 'refurbishment', '.', 'looks', 'spacious', 'and', 'exclusive', '.', 'Many', 'new', '/', 'fancy', 'drinks', '.', 'the', 'rice', 'is', 'indeed', 'delicious', ',', 'but', 'as', 'for', 'the', 'dishes', ',', '.', 'homemade', 'is', 'better', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['First', 'time', 'after', 'refurbishment', '.', 'looks', 'spacious', 'and', 'exclusive', '.', 'Many', 'new', '/', 'fancy', 'drinks', '.', 'the', 'rice', 'is', 'indeed', 'delicious', ',', 'but', 'as', 'for', 'the', 'dishes', ',', '.', 'homemade', 'is', 'better', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['First', 'time', 'after', 'refurbishment', '.', 'looks', 'spacious', 'and', 'exclusive', '.', 'Many', 'new', '/', 'fancy', 'drinks', '.', 'the', 'rice', 'is', 'indeed', 'delicious', ',', 'but', 'as', 'for', 'the', 'dishes', ',', '.', 'homemade', 'is', 'better', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['First', 'time', 'after', 'refurbishment', '.', 'looks', 'spacious', 'and', 'exclusive', '.', 'Many', 'new', '/', 'fancy', 'drinks', '.', 'the', 'rice', 'is', 'indeed', 'delicious', ',', 'but', 'as', 'for', 'the', 'dishes', ',', '.', 'homemade', 'is', 'better', '.']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
"['The', 'food', 'was', 'superb', '.', 'Best', 'service', '.', 'Even', 'the', 'sister', '(', 'referring', 'to', 'a', 'female', 'staff', 'member', ')', 'there', 'was', 'very', 'kind', 'and', 'alerted', 'me', 'that', 'the', 'begedil', 'contained', 'beef', 'when', 'she', 'knew', 'I', 'am', 'Hindu', '.', 'Very', 'good', '.', 'Also', ',', 'the', 'sambal', 'was', 'awesome', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['The', 'food', 'was', 'superb', '.', 'Best', 'service', '.', 'Even', 'the', 'sister', '(', 'referring', 'to', 'a', 'female', 'staff', 'member', ')', 'there', 'was', 'very', 'kind', 'and', 'alerted', 'me', 'that', 'the', 'begedil', 'contained', 'beef', 'when', 'she', 'knew', 'I', 'am', 'Hindu', '.', 'Very', 'good', '.', 'Also', ',', 'the', 'sambal', 'was', 'awesome', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['The', 'food', 'was', 'superb', '.', 'Best', 'service', '.', 'Even', 'the', 'sister', '(', 'referring', 'to', 'a', 'female', 'staff', 'member', ')', 'there', 'was', 'very', 'kind', 'and', 'alerted', 'me', 'that', 'the', 'begedil', 'contained', 'beef', 'when', 'she', 'knew', 'I', 'am', 'Hindu', '.', 'Very', 'good', '.', 'Also', ',', 'the', 'sambal', 'was', 'awesome', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['The', 'food', 'was', 'superb', '.', 'Best', 'service', '.', 'Even', 'the', 'sister', '(', 'referring', 'to', 'a', 'female', 'staff', 'member', ')', 'there', 'was', 'very', 'kind', 'and', 'alerted', 'me', 'that', 'the', 'begedil', 'contained', 'beef', 'when', 'she', 'knew', 'I', 'am', 'Hindu', '.', 'Very', 'good', '.', 'Also', ',', 'the', 'sambal', 'was', 'awesome', '.']","[0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
"['In', 'the', 'past', ',', 'we', 'used', 'to', 'come', 'here', 'quite', 'often', '.', 'But', 'it', 'is', 'been', 'a', 'long', 'time', 'since', 'I', 'last', 'came', ',', 'managed', 'to', 'stop', 'by', 'today', 'at', 'noon', '.', 'Not', 'crowded', '.', 'Rice', '-', 'The', 'aroma', 'of', 'the', 'nasi', 'lemak', 'is', 'truly', 'fragrant', '.', 'One', 'of', 'the', 'best', 'nasi', 'lemak', '.', 'Sambal', '-', 'Thick', 'texture', ',', 'slightly', 'sweet', '.', 'No', 'onions', ',', 'no', 'anchovies', 'in', 'the', 'sambal', '.', 'cannot', 'say', 'it', 'is', 'very', 'tasty']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'past', ',', 'we', 'used', 'to', 'come', 'here', 'quite', 'often', '.', 'But', 'it', 'is', 'been', 'a', 'long', 'time', 'since', 'I', 'last', 'came', ',', 'managed', 'to', 'stop', 'by', 'today', 'at', 'noon', '.', 'Not', 'crowded', '.', 'Rice', '-', 'The', 'aroma', 'of', 'the', 'nasi', 'lemak', 'is', 'truly', 'fragrant', '.', 'One', 'of', 'the', 'best', 'nasi', 'lemak', '.', 'Sambal', '-', 'Thick', 'texture', ',', 'slightly', 'sweet', '.', 'No', 'onions', ',', 'no', 'anchovies', 'in', 'the', 'sambal', '.', 'cannot', 'say', 'it', 'is', 'very', 'tasty']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['In', 'the', 'past', ',', 'we', 'used', 'to', 'come', 'here', 'quite', 'often', '.', 'But', 'it', 'is', 'been', 'a', 'long', 'time', 'since', 'I', 'last', 'came', ',', 'managed', 'to', 'stop', 'by', 'today', 'at', 'noon', '.', 'Not', 'crowded', '.', 'Rice', '-', 'The', 'aroma', 'of', 'the', 'nasi', 'lemak', 'is', 'truly', 'fragrant', '.', 'One', 'of', 'the', 'best', 'nasi', 'lemak', '.', 'Sambal', '-', 'Thick', 'texture', ',', 'slightly', 'sweet', '.', 'No', 'onions', ',', 'no', 'anchovies', 'in', 'the', 'sambal', '.', 'cannot', 'say', 'it', 'is', 'very', 'tasty']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Giving', '5', 'stars', 'because', 'the', 'way', 'they', 'manage', 'their', 'business', 'is', 'excellent', '.', 'They', 'have', 'both', 'dine', '-', 'in', 'and', 'take', '-', 'away', 'options', '.', 'It', 'looks', 'long', 'from', 'the', 'outside', 'because', 'there', 'is', 'a', 'separate', 'line', 'for', 'dine', '-', 'in', 'and', 'take', '-', 'away', '.', 'Once', 'inside', ',', 'there', 'is', 'plenty', 'of', 'empty', 'space', '.', 'In', 'terms', 'of', 'taste', ',', 'the', 'sambal', 'is', 'just', 'average', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Giving', '5', 'stars', 'because', 'the', 'way', 'they', 'manage', 'their', 'business', 'is', 'excellent', '.', 'They', 'have', 'both', 'dine', '-', 'in', 'and', 'take', '-', 'away', 'options', '.', 'It', 'looks', 'long', 'from', 'the', 'outside', 'because', 'there', 'is', 'a', 'separate', 'line', 'for', 'dine', '-', 'in', 'and', 'take', '-', 'away', '.', 'Once', 'inside', ',', 'there', 'is', 'plenty', 'of', 'empty', 'space', '.', 'In', 'terms', 'of', 'taste', ',', 'the', 'sambal', 'is', 'just', 'average', '.']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Satisfied', '.', 'I', 'took', 'nasi', 'lemak', 'kerang', 'plus', 'paru', 'with', 'additional', 'nasi', '.', 'Nasi', 'lemak', 'ayam', ',', 'nasi', 'lemak', 'rendang', 'best', 'too', '.', 'The', 'price', 'for', 'me', 'is', 'quite', 'expensive', 'because', 'basic', 'nasi', 'lemak', 'is', 'rm5', 'compared', 'to', 'my', 'place', 'is', 'still', 'rm3', '.', 'But', 'the', 'taste', 'is', 'good', 'and', 'nice', '.']","[0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 1, 0, 1, 2, 2, 0, 1, 2, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
"['Many', 'have', 'been', 'viralizing', 'this', 'shop', ',', 'claiming', 'that', 'its', 'nasi', 'lemak', 'is', 'delicious', '.', 'So', 'when', 'I', 'tried', 'it', ',', 'the', 'price', 'was', 'extremely', 'high', '.', 'The', 'rice', 'has', 'no', 'rich', 'taste', ',', 'the', 'sambal', 'is', 'too', 'sweet', ',', 'and', 'there', 'are', 'very', 'few', 'anchovies', '.', 'Perhaps', 'others', 'have', 'different', 'tastes', '.', 'For', 'me', ',', 'it', 'is', 'sufficient']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'have', 'been', 'viralizing', 'this', 'shop', ',', 'claiming', 'that', 'its', 'nasi', 'lemak', 'is', 'delicious', '.', 'So', 'when', 'I', 'tried', 'it', ',', 'the', 'price', 'was', 'extremely', 'high', '.', 'The', 'rice', 'has', 'no', 'rich', 'taste', ',', 'the', 'sambal', 'is', 'too', 'sweet', ',', 'and', 'there', 'are', 'very', 'few', 'anchovies', '.', 'Perhaps', 'others', 'have', 'different', 'tastes', '.', 'For', 'me', ',', 'it', 'is', 'sufficient']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['Many', 'have', 'been', 'viralizing', 'this', 'shop', ',', 'claiming', 'that', 'its', 'nasi', 'lemak', 'is', 'delicious', '.', 'So', 'when', 'I', 'tried', 'it', ',', 'the', 'price', 'was', 'extremely', 'high', '.', 'The', 'rice', 'has', 'no', 'rich', 'taste', ',', 'the', 'sambal', 'is', 'too', 'sweet', ',', 'and', 'there', 'are', 'very', 'few', 'anchovies', '.', 'Perhaps', 'others', 'have', 'different', 'tastes', '.', 'For', 'me', ',', 'it', 'is', 'sufficient']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
"['For', 'typical', 'MALAY', 'Malaysian', 'like', 'me', ',', 'Nasi', 'Lemak', 'Wanjo', 'just', 'okay', 'not', 'to', 'hype', ',', 'can', 'find', 'much', 'better', 'Nasi', 'Lemak', '.', 'Sambal', 'too', 'sweet', 'and', 'Lemak', 'in', 'Rice', 'was', 'not', 'enough', ',', 'rice', 'portion', 'quite', 'small', 'for', 'the', 'price', '.', 'Ayam', 'Goreng', 'Berempah', 'for', 'me', 'was', 'main', 'star', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]"
"['For', 'typical', 'MALAY', 'Malaysian', 'like', 'me', ',', 'Nasi', 'Lemak', 'Wanjo', 'just', 'okay', 'not', 'to', 'hype', ',', 'can', 'find', 'much', 'better', 'Nasi', 'Lemak', '.', 'Sambal', 'too', 'sweet', 'and', 'Lemak', 'in', 'Rice', 'was', 'not', 'enough', ',', 'rice', 'portion', 'quite', 'small', 'for', 'the', 'price', '.', 'Ayam', 'Goreng', 'Berempah', 'for', 'me', 'was', 'main', 'star', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]"
"['For', 'typical', 'MALAY', 'Malaysian', 'like', 'me', ',', 'Nasi', 'Lemak', 'Wanjo', 'just', 'okay', 'not', 'to', 'hype', ',', 'can', 'find', 'much', 'better', 'Nasi', 'Lemak', '.', 'Sambal', 'too', 'sweet', 'and', 'Lemak', 'in', 'Rice', 'was', 'not', 'enough', ',', 'rice', 'portion', 'quite', 'small', 'for', 'the', 'price', '.', 'Ayam', 'Goreng', 'Berempah', 'for', 'me', 'was', 'main', 'star', '.']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 0, 0, 0]"
"['It', 'tastes', 'good', 'but', 'it', 'is', 'a', 'bit', 'hard', '.', 'The', 'shop', 'is', 'comfortable', '.', 'Manggo', 'Smooties', 'Recommended', '.', ""'"", ""'""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]"
"['It', 'tastes', 'good', 'but', 'it', 'is', 'a', 'bit', 'hard', '.', 'The', 'shop', 'is', 'comfortable', '.', 'Manggo', 'Smooties', 'Recommended', '.', ""'"", ""'""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]"
"['It', 'tastes', 'good', 'but', 'it', 'is', 'a', 'bit', 'hard', '.', 'The', 'shop', 'is', 'comfortable', '.', 'Manggo', 'Smooties', 'Recommended', '.', ""'"", ""'""]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 2, 0, 0, 0, 0]"
"['Not', 'the', 'best', 'nasi', 'lemak', 'but', 'still', 'good', 'option', 'to', 'dine', 'in']","[0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0]"
"['Not', 'the', 'best', 'nasi', 'lemak', 'but', 'still', 'good', 'option', 'to', 'dine', 'in']","[0, 0, 0, 1, 2, 0, 0, 1, 0, 0, 0, 0]"
"['Had', 'a', 'great', 'nasi', 'lemak', 'breakfast', 'here', '.', 'Nice', 'coconut', 'flavour', 'to', 'the', 'rice', ',', 'and', 'the', 'beef', 'rendang', 'and', 'chicken', 'were', 'very', 'good', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0]"
"['Had', 'a', 'great', 'nasi', 'lemak', 'breakfast', 'here', '.', 'Nice', 'coconut', 'flavour', 'to', 'the', 'rice', ',', 'and', 'the', 'beef', 'rendang', 'and', 'chicken', 'were', 'very', 'good', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0]"
"['Had', 'a', 'great', 'nasi', 'lemak', 'breakfast', 'here', '.', 'Nice', 'coconut', 'flavour', 'to', 'the', 'rice', ',', 'and', 'the', 'beef', 'rendang', 'and', 'chicken', 'were', 'very', 'good', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0]"
"['Had', 'a', 'great', 'nasi', 'lemak', 'breakfast', 'here', '.', 'Nice', 'coconut', 'flavour', 'to', 'the', 'rice', ',', 'and', 'the', 'beef', 'rendang', 'and', 'chicken', 'were', 'very', 'good', '.']","[0, 0, 0, 1, 2, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 1, 2, 0, 1, 0, 0, 0, 0]"
